,centrality
Elecciones2019,0.5555555555555556
ManfredoGuate,0.4444444444444444
ElCambioLoHacemosJuntos,0.3333333333333333
WinaqEsPueblo,0.3333333333333333
EUElecciones2019,0.2222222222222222
MovimientoWinaq,0.2222222222222222
muniguate,0.2222222222222222
AztecaNoticiaGT,0.1111111111111111
EncuentroGuate,0.1111111111111111
VicGarciaNou,0.1111111111111111
